dataset,instance,num_nodes,team_size,runs,reference_best_score,best_score,mean_score,std_score,mean_cpu_time_seconds,median_cpu_time_seconds,mean_iterations_to_convergence,success_rate_percent,mean_gap_to_reference_best_percent,max_gap_to_reference_best_percent
vansteenwegen,cmt151c_m3.txt,152,3,2,1773.0,1773.0,1772.5,0.7071067811865476,1.3138148999996702,1.3138148999996702,19.5,50.0,0.028200789622109423,0.05640157924421885
vansteenwegen,cmt151c_m4.txt,152,4,2,1680.0,1680.0,1675.5,6.363961030678928,1.2670072499995513,1.2670072499995513,16.5,50.0,0.26785714285714285,0.5357142857142857
vansteenwegen,cmt200b_m2.txt,201,2,2,2007.0,2007.0,1931.5,106.77312395916867,1.9877082500006509,1.9877082500006509,14.5,50.0,3.761833582461385,7.52366716492277
vansteenwegen,cmt200b_m3.txt,201,3,2,1872.0,1872.0,1870.0,2.8284271247461903,2.0575043499993626,2.0575043499993626,17.5,50.0,0.10683760683760685,0.2136752136752137
vansteenwegen,cmt200b_m4.txt,201,4,2,1692.0,1692.0,1625.0,94.75230867899737,1.8301111499995386,1.8301111499995386,20.0,50.0,3.959810874704492,7.919621749408984
vansteenwegen,cmt200c_m2.txt,201,2,2,2721.0,2721.0,2715.0,8.48528137423857,2.9076532999997653,2.9076532999997653,16.5,50.0,0.2205071664829107,0.4410143329658214
vansteenwegen,cmt200c_m3.txt,201,3,2,2547.0,2547.0,2507.0,56.568542494923804,2.657185899999604,2.657185899999604,19.5,50.0,1.5704750687082842,3.1409501374165685
vansteenwegen,cmt200c_m4.txt,201,4,2,2342.0,2342.0,2321.5,28.991378028648448,2.5775928499997462,2.5775928499997462,13.0,50.0,0.8753202391118702,1.7506404782237404
vansteenwegen,eil101b_m3.txt,102,3,2,904.0,904.0,890.0,19.79898987322333,0.30193710000003193,0.30193710000003193,18.0,50.0,1.5486725663716814,3.0973451327433628
vansteenwegen,eil101c_m2.txt,102,2,2,1291.0,1291.0,1277.0,19.79898987322333,0.4414077499995983,0.4414077499995983,13.5,50.0,1.0844306738962044,2.168861347792409
vansteenwegen,eil101c_m3.txt,102,3,2,1216.0,1216.0,1200.0,22.627416997969522,0.4115012000002025,0.4115012000002025,16.0,50.0,1.3157894736842104,2.631578947368421
vansteenwegen,gil262_gen1_m3.txt,263,3,2,84.0,84.0,81.5,3.5355339059327378,2.260373449999861,2.260373449999861,15.0,50.0,2.976190476190476,5.952380952380952
vansteenwegen,gil262_gen1_m4.txt,263,4,2,73.0,73.0,73.0,0.0,1.9734998000003543,1.9734998000003543,16.5,100.0,0.0,0.0
vansteenwegen,gil262_gen2_m2.txt,263,2,2,6664.0,6664.0,6539.0,176.7766952966369,3.520502000000306,3.520502000000306,19.0,50.0,1.875750300120048,3.751500600240096
vansteenwegen,gil262_gen2_m3.txt,263,3,2,5028.0,5028.0,4925.5,144.95689014324225,3.349637050000638,3.349637050000638,19.5,50.0,2.0385839299920447,4.0771678599840895
vansteenwegen,gil262_gen3_m2.txt,263,2,2,6188.0,6188.0,6041.0,207.88939366884497,5.849553949999972,5.849553949999972,19.0,50.0,2.3755656108597285,4.751131221719457
vansteenwegen,gil262_gen3_m4.txt,263,4,2,2319.0,2319.0,2219.0,141.4213562373095,2.19751554999948,2.19751554999948,13.5,50.0,4.3122035360068995,8.624407072013799
vansteenwegen,gil262a_m2.txt,251,2,2,3884.0,3884.0,3813.5,99.7020561473032,1.8752705500000957,1.8752705500000957,16.5,50.0,1.8151390319258498,3.6302780638516996
vansteenwegen,gil262a_m4.txt,251,4,2,2944.0,2944.0,2771.5,243.9518395093589,1.2260013499999332,1.2260013499999332,16.5,50.0,5.859375,11.71875
vansteenwegen,gil262b_m2.txt,251,2,2,7450.0,7450.0,7263.0,264.45793616376875,3.692769200000839,3.692769200000839,11.5,50.0,2.51006711409396,5.02013422818792
vansteenwegen,gil262b_m3.txt,251,3,2,6724.0,6724.0,6434.5,409.414826307011,3.421614799998679,3.421614799998679,17.0,50.0,4.305472932778108,8.610945865556216
vansteenwegen,gil262b_m4.txt,251,4,2,5910.0,5910.0,5875.0,49.49747468305833,3.1290671000006114,3.1290671000006114,13.0,50.0,0.5922165820642978,1.1844331641285957
vansteenwegen,gil262c_m2.txt,251,2,2,10238.0,10238.0,10202.5,50.204581464244875,5.334744800000408,5.334744800000408,19.5,50.0,0.3467474116038289,0.6934948232076578
vansteenwegen,gil262c_m3.txt,251,3,2,9350.0,9350.0,9170.5,253.85133444597056,4.906473549999646,4.906473549999646,19.5,50.0,1.9197860962566846,3.8395721925133692
vansteenwegen,gil262c_m4.txt,251,4,2,8694.0,8694.0,8425.5,379.716341497176,4.703264849999869,4.703264849999869,20.0,50.0,3.088336783988958,6.176673567977916
vansteenwegen,gr229_gen1_m4.txt,230,4,2,216.0,216.0,215.5,0.7071067811865476,4.074863149999146,4.074863149999146,9.0,50.0,0.23148148148148145,0.4629629629629629
vansteenwegen,gr229_gen2_m3.txt,230,3,2,11120.0,11120.0,11120.0,0.0,4.2257517500001995,4.2257517500001995,0.0,100.0,0.0,0.0
vansteenwegen,gr229_gen2_m4.txt,230,4,2,11083.0,11083.0,11078.5,6.363961030678928,4.157291800001076,4.157291800001076,15.5,50.0,0.04060272489398178,0.08120544978796355
vansteenwegen,gr229_gen3_m3.txt,230,3,2,7355.0,7355.0,7355.0,0.0,4.207630100000642,4.207630100000642,0.5,100.0,0.0,0.0
vansteenwegen,gr229_gen3_m4.txt,230,4,2,7355.0,7355.0,7355.0,0.0,3.9571595999996134,3.9571595999996134,13.0,100.0,0.0,0.0
vansteenwegen,kroA150_gen2_m2.txt,151,2,2,4187.0,4187.0,4136.5,71.4177848998413,0.89307645000099,0.89307645000099,7.0,50.0,1.2061141628851206,2.4122283257702413
vansteenwegen,kroA150_gen3_m3.txt,151,3,2,2203.0,2203.0,2188.0,21.213203435596427,0.6444854999999734,0.6444854999999734,18.5,50.0,0.6808896958692692,1.3617793917385383
vansteenwegen,kroA200_gen1_m4.txt,201,4,2,76.0,76.0,74.5,2.1213203435596424,1.6508899499995096,1.6508899499995096,18.5,50.0,1.9736842105263157,3.9473684210526314
vansteenwegen,kroB200_gen1_m2.txt,201,2,2,99.0,99.0,96.0,4.242640687119285,1.7858077500004583,1.7858077500004583,9.0,50.0,3.0303030303030303,6.0606060606060606
vansteenwegen,kroB200_gen2_m2.txt,201,2,2,5607.0,5607.0,5394.0,301.22748878546923,1.808869649999906,1.808869649999906,17.5,50.0,3.7988228999464955,7.597645799892991
vansteenwegen,kroB200_gen2_m4.txt,201,4,2,4141.0,4141.0,4110.0,43.840620433565945,1.351736150000761,1.351736150000761,16.5,50.0,0.7486114465105047,1.4972228930210094
vansteenwegen,kroB200_gen3_m2.txt,201,2,2,3189.0,3189.0,3059.5,183.1406563273158,1.8276166499999817,1.8276166499999817,18.5,50.0,4.0608341172781435,8.121668234556287
vansteenwegen,kroB200_gen3_m3.txt,201,3,2,2565.0,2565.0,2397.5,236.88077169749343,1.696057899999687,1.696057899999687,19.5,50.0,6.530214424951267,13.060428849902534
vansteenwegen,pr136_gen1_m2.txt,137,2,2,59.0,59.0,58.0,1.4142135623730951,0.5056769000002532,0.5056769000002532,8.0,50.0,1.694915254237288,3.389830508474576
vansteenwegen,pr136_gen2_m2.txt,137,2,2,3512.0,3512.0,3423.5,125.15790027001891,0.5771879000003537,0.5771879000003537,16.5,50.0,2.5199316628701594,5.039863325740319
vansteenwegen,pr264_gen1_m4.txt,265,4,2,99.0,99.0,99.0,0.0,2.9886937000001126,2.9886937000001126,10.0,100.0,0.0,0.0
vansteenwegen,pr264_gen2_m2.txt,265,2,2,6516.0,6516.0,6484.5,44.54772721475249,3.823771850000412,3.823771850000412,14.0,50.0,0.48342541436464087,0.9668508287292817
vansteenwegen,pr264_gen2_m3.txt,265,3,2,6293.0,6293.0,6128.0,233.3452377915607,3.5377265000006446,3.5377265000006446,18.0,50.0,2.6219609089464484,5.243921817892897
vansteenwegen,pr264_gen2_m4.txt,265,4,2,5321.0,5321.0,5224.5,136.47160876900367,3.004053250000652,3.004053250000652,18.0,50.0,1.8135688780304453,3.6271377560608906
vansteenwegen,pr264_gen3_m3.txt,265,3,2,2430.0,2430.0,2414.5,21.920310216782973,4.136467399999674,4.136467399999674,3.0,50.0,0.6378600823045267,1.2757201646090535
vansteenwegen,pr299_gen1_m2.txt,300,2,2,131.0,131.0,130.0,1.4142135623730951,5.0309935999994195,5.0309935999994195,16.5,50.0,0.7633587786259541,1.5267175572519083
vansteenwegen,pr299_gen1_m3.txt,300,3,2,105.0,105.0,100.0,7.0710678118654755,3.5337123000008432,3.5337123000008432,13.0,50.0,4.761904761904762,9.523809523809524
vansteenwegen,pr299_gen1_m4.txt,300,4,2,81.0,81.0,78.0,4.242640687119285,2.993217499999446,2.993217499999446,4.5,50.0,3.7037037037037033,7.4074074074074066
vansteenwegen,pr299_gen2_m3.txt,300,3,2,5415.0,5415.0,5261.0,217.78888860545663,3.65210339999976,3.65210339999976,18.5,50.0,2.8439519852262234,5.687903970452447
vansteenwegen,pr299_gen2_m4.txt,300,4,2,4313.0,4313.0,4174.5,195.86857838867365,2.8433184499999697,2.8433184499999697,10.0,50.0,3.211221887317413,6.422443774634826
vansteenwegen,pr299_gen3_m2.txt,300,2,2,4594.0,4594.0,4562.5,44.54772721475249,5.40877564999937,5.40877564999937,19.0,50.0,0.6856769699608184,1.3713539399216368
vansteenwegen,pr299_gen3_m3.txt,300,3,2,3237.0,3237.0,3149.0,124.45079348883236,3.9788518499999554,3.9788518499999554,19.5,50.0,2.718566573988261,5.437133147976522
vansteenwegen,pr299_gen3_m4.txt,300,4,2,2091.0,2091.0,1924.0,236.17366491630688,2.8120654000003924,2.8120654000003924,13.0,50.0,7.986609277857484,15.973218555714968
vansteenwegen,rat195_gen2_m2.txt,196,2,2,4798.0,4798.0,4707.5,127.9863273947651,1.5187696999992113,1.5187696999992113,14.0,50.0,1.8862025844101709,3.7724051688203417
vansteenwegen,rat195_gen3_m3.txt,196,3,2,2352.0,2352.0,2237.5,161.92745289171938,1.3821348999999827,1.3821348999999827,17.0,50.0,4.868197278911564,9.736394557823129
vansteenwegen,ts225_gen2_m2.txt,226,2,2,5644.0,5644.0,5397.0,349.31074990615446,2.2316790000004403,2.2316790000004403,16.5,50.0,4.376328844790929,8.752657689581858
