dataset,instance,num_nodes_base,team_size_base,runs_base,reference_best_score_base,best_score_base,mean_score_base,std_score_base,mean_cpu_time_seconds_base,median_cpu_time_seconds_base,mean_iterations_to_convergence_base,success_rate_percent_base,mean_gap_to_reference_best_percent_base,max_gap_to_reference_best_percent_base,num_nodes_improved,team_size_improved,runs_improved,reference_best_score_improved,best_score_improved,mean_score_improved,std_score_improved,mean_cpu_time_seconds_improved,median_cpu_time_seconds_improved,mean_iterations_to_convergence_improved,success_rate_percent_improved,mean_gap_to_reference_best_percent_improved,max_gap_to_reference_best_percent_improved,score_delta,cpu_delta,gap_delta
chao,p5.2.s.txt,66,2,2,1310.0,1310.0,1302.5,10.606601717798211,0.1156448500000806,0.1156448500000806,16.0,50.0,0.5725190839694656,1.1450381679389312,66,2,2,1325.0,1325.0,1312.5,17.67766952966369,0.1785783999994237,0.1785783999994237,17.5,50.0,0.9433962264150944,1.8867924528301887,10.0,0.06293354999934311,0.37087714244562875
chao,p5.2.t.txt,66,2,2,1390.0,1390.0,1362.5,38.89087296526012,0.12071294999987,0.12071294999987,10.0,50.0,1.9784172661870505,3.956834532374101,66,2,2,1390.0,1390.0,1365.0,35.35533905932738,0.1045965500006786,0.1045965500006786,9.5,50.0,1.7985611510791366,3.597122302158273,2.5,-0.0161163999991914,-0.17985611510791388
chao,p5.2.u.txt,66,2,2,1460.0,1460.0,1445.0,21.213203435596427,0.1191928500002177,0.1191928500002177,18.0,50.0,1.0273972602739725,2.054794520547945,66,2,2,1440.0,1440.0,1417.5,31.81980515339464,0.1135278000001562,0.1135278000001562,10.0,50.0,1.5625,3.125,-27.5,-0.005665050000061497,0.5351027397260275
chao,p5.2.v.txt,66,2,2,1475.0,1475.0,1470.0,7.071067811865476,0.1131285000001298,0.1131285000001298,9.0,50.0,0.3389830508474576,0.6779661016949152,66,2,2,1485.0,1485.0,1480.0,7.071067811865476,0.1502966499992908,0.1502966499992908,8.5,50.0,0.3367003367003366,0.6734006734006733,10.0,0.03716814999916099,-0.002282714147121001
chao,p5.2.w.txt,66,2,2,1540.0,1540.0,1530.0,14.142135623730953,0.1254228999996485,0.1254228999996485,17.5,50.0,0.6493506493506493,1.2987012987012987,66,2,2,1525.0,1525.0,1522.5,3.5355339059327378,0.1964822499994625,0.1964822499994625,10.5,50.0,0.1639344262295081,0.3278688524590163,-7.5,0.071059349999814,-0.48541622312114124
chao,p5.2.x.txt,66,2,2,1590.0,1590.0,1577.5,17.67766952966369,0.1323409999999967,0.1323409999999967,10.0,50.0,0.7861635220125787,1.572327044025157,66,2,2,1570.0,1570.0,1567.5,3.5355339059327378,0.2511937500003114,0.2511937500003114,10.5,50.0,0.1592356687898089,0.3184713375796179,-10.0,0.1188527500003147,-0.6269278532227698
chao,p5.2.y.txt,66,2,2,1625.0,1625.0,1620.0,7.071067811865476,0.1187316000005012,0.1187316000005012,9.5,50.0,0.3076923076923077,0.6153846153846154,66,2,2,1620.0,1620.0,1615.0,7.071067811865476,0.1145640000004277,0.1145640000004277,15.5,50.0,0.3086419753086419,0.6172839506172839,-5.0,-0.004167600000073504,0.0009496676163341933
chao,p5.2.z.txt,66,2,2,1665.0,1665.0,1657.5,10.606601717798211,0.1276059500005431,0.1276059500005431,7.0,50.0,0.4504504504504504,0.9009009009009008,66,2,2,1665.0,1665.0,1657.5,10.606601717798211,0.1762005999989924,0.1762005999989924,2.5,50.0,0.4504504504504504,0.9009009009009008,0.0,0.04859464999844931,0.0
chao,p5.3.a.txt,66,3,2,0.0,0.0,0.0,0.0,0.004759599999943,0.004759599999943,0.0,100.0,0.0,0.0,66,3,2,0.0,0.0,0.0,0.0,0.0052940499999749,0.0052940499999749,0.0,100.0,0.0,0.0,0.0,0.0005344500000319004,0.0
chao,p5.3.b.txt,66,3,2,15.0,15.0,15.0,0.0,0.0259760499998265,0.0259760499998265,0.0,100.0,0.0,0.0,66,3,2,15.0,15.0,15.0,0.0,0.018136499999855,0.018136499999855,0.0,100.0,0.0,0.0,0.0,-0.0078395499999715,0.0
chao,p5.3.c.txt,66,3,2,20.0,20.0,20.0,0.0,0.0229857000003903,0.0229857000003903,0.0,100.0,0.0,0.0,66,3,2,20.0,20.0,20.0,0.0,0.0214631999997436,0.0214631999997436,0.0,100.0,0.0,0.0,0.0,-0.001522500000646701,0.0
chao,p5.3.d.txt,66,3,2,60.0,60.0,60.0,0.0,0.0283403499997803,0.0283403499997803,0.0,100.0,0.0,0.0,66,3,2,60.0,60.0,60.0,0.0,0.0247852499996952,0.0247852499996952,0.0,100.0,0.0,0.0,0.0,-0.0035551000000851006,0.0
chao,p5.3.e.txt,66,3,2,95.0,95.0,95.0,0.0,0.0357724499999676,0.0357724499999676,3.5,100.0,0.0,0.0,66,3,2,95.0,95.0,95.0,0.0,0.0308529499998257,0.0308529499998257,3.5,100.0,0.0,0.0,0.0,-0.004919500000141901,0.0
chao,p5.3.f.txt,66,3,2,110.0,110.0,110.0,0.0,0.0314143999999032,0.0314143999999032,0.0,100.0,0.0,0.0,66,3,2,110.0,110.0,110.0,0.0,0.0392015999996147,0.0392015999996147,0.0,100.0,0.0,0.0,0.0,0.007787199999711503,0.0
chao,p5.3.g.txt,66,3,2,185.0,185.0,185.0,0.0,0.0413954499999817,0.0413954499999817,3.5,100.0,0.0,0.0,66,3,2,185.0,185.0,185.0,0.0,0.0447957500000484,0.0447957500000484,2.5,100.0,0.0,0.0,0.0,0.0034003000000666986,0.0
chao,p5.3.h.txt,66,3,2,260.0,260.0,260.0,0.0,0.0513243999998849,0.0513243999998849,3.5,100.0,0.0,0.0,66,3,2,260.0,260.0,260.0,0.0,0.0522115499998108,0.0522115499998108,2.5,100.0,0.0,0.0,0.0,0.0008871499999259028,0.0
chao,p5.3.i.txt,66,3,2,335.0,335.0,335.0,0.0,0.0532809999995151,0.0532809999995151,4.5,100.0,0.0,0.0,66,3,2,335.0,335.0,310.0,35.35533905932738,0.0588815999999496,0.0588815999999496,0.5,50.0,7.462686567164178,14.925373134328357,-25.0,0.005600600000434504,7.462686567164178
chao,p5.3.j.txt,66,3,2,470.0,470.0,450.0,28.284271247461906,0.0625440999997408,0.0625440999997408,2.5,50.0,4.25531914893617,8.51063829787234,66,3,2,470.0,470.0,450.0,28.284271247461906,0.0613799999991897,0.0613799999991897,5.0,50.0,4.25531914893617,8.51063829787234,0.0,-0.0011641000005510951,0.0
chao,p5.3.k.txt,66,3,2,485.0,485.0,477.5,10.606601717798211,0.0764200500002516,0.0764200500002516,6.5,50.0,1.5463917525773196,3.0927835051546397,66,3,2,470.0,470.0,470.0,0.0,0.075094299999364,0.075094299999364,0.5,100.0,0.0,0.0,-7.5,-0.001325750000887596,-1.5463917525773196
chao,p5.3.l.txt,66,3,2,585.0,585.0,580.0,7.071067811865476,0.0771232500001133,0.0771232500001133,1.0,50.0,0.8547008547008548,1.7094017094017095,66,3,2,585.0,585.0,580.0,7.071067811865476,0.0867274000001998,0.0867274000001998,1.0,50.0,0.8547008547008548,1.7094017094017095,0.0,0.009604150000086492,0.0
chao,p5.3.m.txt,66,3,2,650.0,650.0,647.5,3.5355339059327378,0.093381099999533,0.093381099999533,7.0,50.0,0.3846153846153846,0.7692307692307693,66,3,2,650.0,650.0,647.5,3.5355339059327378,0.0981981499999165,0.0981981499999165,5.5,50.0,0.3846153846153846,0.7692307692307693,0.0,0.004817050000383502,0.0
chao,p5.3.n.txt,66,3,2,735.0,735.0,722.5,17.67766952966369,0.0955316000004131,0.0955316000004131,16.0,50.0,1.7006802721088436,3.4013605442176877,66,3,2,745.0,745.0,720.0,35.35533905932738,0.1401517000003878,0.1401517000003878,13.0,50.0,3.355704697986577,6.711409395973154,-2.5,0.0446200999999747,1.6550244258777331
chao,p5.3.o.txt,66,3,2,820.0,820.0,820.0,0.0,0.1141223999998146,0.1141223999998146,8.0,100.0,0.0,0.0,66,3,2,835.0,835.0,817.5,24.748737341529164,0.7005622500000754,0.7005622500000754,6.5,50.0,2.095808383233533,4.191616766467066,-2.5,0.5864398500002608,2.095808383233533
chao,p5.3.p.txt,66,3,2,990.0,990.0,965.0,35.35533905932738,0.1101386000000275,0.1101386000000275,11.5,50.0,2.525252525252525,5.05050505050505,66,3,2,990.0,990.0,990.0,0.0,0.103482299999996,0.103482299999996,9.5,100.0,0.0,0.0,25.0,-0.006656300000031493,-2.525252525252525
chao,p5.3.q.txt,66,3,2,1055.0,1055.0,1045.0,14.142135623730953,0.1255049000001236,0.1255049000001236,16.0,50.0,0.9478672985781992,1.895734597156398,66,3,2,1040.0,1040.0,1032.5,10.606601717798211,0.926916949999395,0.926916949999395,10.0,50.0,0.7211538461538461,1.4423076923076923,-12.5,0.8014120499992714,-0.22671345242435303
chao,p5.3.r.txt,66,3,2,1110.0,1110.0,1105.0,7.071067811865476,0.1333884499995292,0.1333884499995292,4.5,50.0,0.4504504504504504,0.9009009009009008,66,3,2,1110.0,1110.0,1100.0,14.142135623730953,0.1125233000002481,0.1125233000002481,2.5,50.0,0.9009009009009008,1.8018018018018016,-5.0,-0.020865149999281102,0.4504504504504504
chao,p5.3.s.txt,66,3,2,1155.0,1155.0,1132.5,31.81980515339464,0.1130627000002277,0.1130627000002277,3.5,50.0,1.948051948051948,3.896103896103896,66,3,2,1165.0,1165.0,1160.0,7.071067811865476,0.5712729500000933,0.5712729500000933,10.5,50.0,0.4291845493562232,0.8583690987124464,27.5,0.4582102499998656,-1.5188673986957248
chao,p5.3.t.txt,66,3,2,1255.0,1255.0,1245.0,14.142135623730953,0.1173489499997231,0.1173489499997231,17.5,50.0,0.796812749003984,1.593625498007968,66,3,2,1255.0,1255.0,1245.0,14.142135623730953,1.7848702999990564,1.7848702999990564,11.0,50.0,0.796812749003984,1.593625498007968,0.0,1.6675213499993333,0.0
chao,p5.3.u.txt,66,3,2,1335.0,1335.0,1320.0,21.213203435596427,0.1257654999999431,0.1257654999999431,6.0,50.0,1.1235955056179776,2.247191011235955,66,3,2,1345.0,1345.0,1340.0,7.071067811865476,0.1727400999989186,0.1727400999989186,12.5,50.0,0.3717472118959107,0.7434944237918215,20.0,0.04697459999897549,-0.751848293722067
chao,p5.3.v.txt,66,3,2,1390.0,1390.0,1387.5,3.5355339059327378,0.1332175999996252,0.1332175999996252,9.5,50.0,0.1798561151079137,0.3597122302158274,66,3,2,1405.0,1405.0,1395.0,14.142135623730953,0.2894741999998587,0.2894741999998587,7.0,50.0,0.7117437722419928,1.4234875444839856,7.5,0.15625660000023348,0.5318876571340792
chao,p5.3.w.txt,66,3,2,1440.0,1440.0,1405.0,49.49747468305833,0.1235644000003048,0.1235644000003048,17.5,50.0,2.430555555555556,4.861111111111112,66,3,2,1460.0,1460.0,1437.5,31.81980515339464,0.6986879500000214,0.6986879500000214,11.0,50.0,1.5410958904109588,3.0821917808219177,32.5,0.5751235499997166,-0.889459665144597
chao,p5.3.x.txt,66,3,2,1525.0,1525.0,1505.0,28.284271247461906,0.1599787499999365,0.1599787499999365,11.0,50.0,1.3114754098360657,2.622950819672131,66,3,2,1520.0,1520.0,1512.5,10.606601717798211,2.206618249999337,2.206618249999337,2.5,50.0,0.4934210526315789,0.986842105263158,7.5,2.0466394999994004,-0.8180543572044867
chao,p5.3.y.txt,66,3,2,1565.0,1565.0,1560.0,7.071067811865476,0.1255856000002495,0.1255856000002495,13.5,50.0,0.3194888178913738,0.6389776357827476,66,3,2,1570.0,1570.0,1550.0,28.284271247461906,2.290436950000185,2.290436950000185,14.5,50.0,1.2738853503184715,2.547770700636943,-10.0,2.1648513499999353,0.9543965324270978
chao,p5.3.z.txt,66,3,2,1610.0,1610.0,1597.5,17.67766952966369,0.1239439499995569,0.1239439499995569,5.0,50.0,0.7763975155279503,1.5527950310559009,66,3,2,1615.0,1615.0,1600.0,21.213203435596427,0.5720087999998213,0.5720087999998213,7.5,50.0,0.9287925696594428,1.8575851393188851,2.5,0.44806485000026447,0.15239505413149246
chao,p5.4.a.txt,66,4,2,0.0,0.0,0.0,0.0,0.0095935999997891,0.0095935999997891,0.0,100.0,0.0,0.0,66,4,2,0.0,0.0,0.0,0.0,0.0071644000008745,0.0071644000008745,0.0,100.0,0.0,0.0,0.0,-0.0024291999989146003,0.0
chao,p5.4.b.txt,66,4,2,0.0,0.0,0.0,0.0,0.0073258000002169,0.0073258000002169,0.0,100.0,0.0,0.0,66,4,2,0.0,0.0,0.0,0.0,0.0069172000003163,0.0069172000003163,0.0,100.0,0.0,0.0,0.0,-0.00040859999990059976,0.0
chao,p5.4.c.txt,66,4,2,20.0,20.0,20.0,0.0,0.024386599999616,0.024386599999616,0.0,100.0,0.0,0.0,66,4,2,20.0,20.0,20.0,0.0,0.027642250000099,0.027642250000099,0.0,100.0,0.0,0.0,0.0,0.0032556500004830013,0.0
chao,p5.4.d.txt,66,4,2,20.0,20.0,20.0,0.0,0.0302188499999829,0.0302188499999829,0.0,100.0,0.0,0.0,66,4,2,20.0,20.0,20.0,0.0,0.0267563000006703,0.0267563000006703,0.0,100.0,0.0,0.0,0.0,-0.0034625499993126,0.0
chao,p5.4.e.txt,66,4,2,20.0,20.0,20.0,0.0,0.0240754499996,0.0240754499996,0.0,100.0,0.0,0.0,66,4,2,20.0,20.0,20.0,0.0,0.0271574499993221,0.0271574499993221,0.0,100.0,0.0,0.0,0.0,0.003081999999722102,0.0
chao,p5.4.f.txt,66,4,2,80.0,80.0,80.0,0.0,0.0408804500002588,0.0408804500002588,0.0,100.0,0.0,0.0,66,4,2,80.0,80.0,80.0,0.0,0.0407354499993743,0.0407354499993743,0.0,100.0,0.0,0.0,0.0,-0.0001450000008845001,0.0
chao,p5.4.g.txt,66,4,2,140.0,140.0,140.0,0.0,0.0448654500000884,0.0448654500000884,0.0,100.0,0.0,0.0,66,4,2,140.0,140.0,140.0,0.0,0.0595632000004116,0.0595632000004116,0.0,100.0,0.0,0.0,0.0,0.014697750000323195,0.0
chao,p5.4.h.txt,66,4,2,140.0,140.0,140.0,0.0,0.0490117499998632,0.0490117499998632,0.0,100.0,0.0,0.0,66,4,2,140.0,140.0,140.0,0.0,0.0585833499999353,0.0585833499999353,0.0,100.0,0.0,0.0,0.0,0.009571600000072102,0.0
chao,p5.4.i.txt,66,4,2,240.0,240.0,240.0,0.0,0.063749099999768,0.063749099999768,10.0,100.0,0.0,0.0,66,4,2,240.0,240.0,240.0,0.0,0.0601135000006252,0.0601135000006252,1.0,100.0,0.0,0.0,0.0,-0.0036355999991427926,0.0
chao,p5.4.j.txt,66,4,2,340.0,340.0,340.0,0.0,0.0772476999995888,0.0772476999995888,2.0,100.0,0.0,0.0,66,4,2,340.0,340.0,340.0,0.0,0.0712673500001983,0.0712673500001983,18.5,100.0,0.0,0.0,0.0,-0.005980349999390497,0.0
chao,p5.4.k.txt,66,4,2,340.0,340.0,340.0,0.0,0.0720944500003497,0.0720944500003497,0.0,100.0,0.0,0.0,66,4,2,340.0,340.0,340.0,0.0,0.0911689999993541,0.0911689999993541,0.0,100.0,0.0,0.0,0.0,0.019074549999004403,0.0
chao,p5.4.l.txt,66,4,2,425.0,425.0,410.0,21.213203435596427,0.0785501500004102,0.0785501500004102,9.0,50.0,3.5294117647058822,7.0588235294117645,66,4,2,430.0,430.0,412.5,24.748737341529164,0.0785404000007474,0.0785404000007474,11.5,50.0,4.069767441860465,8.13953488372093,2.5,-9.749999662800324e-06,0.540355677154583
chao,p5.4.m.txt,66,4,2,550.0,550.0,515.0,49.49747468305833,0.0871032499999273,0.0871032499999273,6.0,50.0,6.363636363636363,12.727272727272728,66,4,2,555.0,555.0,522.5,45.96194077712559,0.0830841499991947,0.0830841499991947,20.0,50.0,5.855855855855856,11.711711711711713,7.5,-0.004019100000732606,-0.5077805077805069
chao,p5.4.n.txt,66,4,2,620.0,620.0,610.0,14.142135623730953,0.0944175999998151,0.0944175999998151,5.0,50.0,1.6129032258064515,3.225806451612903,66,4,2,620.0,620.0,620.0,0.0,0.0929126499995618,0.0929126499995618,3.0,100.0,0.0,0.0,10.0,-0.0015049500002533023,-1.6129032258064515
chao,p5.4.o.txt,66,4,2,655.0,655.0,647.5,10.606601717798211,0.131190549999701,0.131190549999701,8.5,50.0,1.1450381679389312,2.2900763358778624,66,4,2,670.0,670.0,670.0,0.0,0.1142366500007483,0.1142366500007483,1.5,100.0,0.0,0.0,22.5,-0.016953899998952707,-1.1450381679389312
chao,p5.4.p.txt,66,4,2,760.0,760.0,760.0,0.0,0.1197808999995686,0.1197808999995686,11.5,100.0,0.0,0.0,66,4,2,760.0,760.0,760.0,0.0,0.1040101500002492,0.1040101500002492,3.0,100.0,0.0,0.0,0.0,-0.015770749999319406,0.0
chao,p5.4.q.txt,66,4,2,860.0,860.0,845.0,21.213203435596427,0.1173817500002769,0.1173817500002769,16.5,50.0,1.744186046511628,3.488372093023256,66,4,2,845.0,845.0,825.0,28.284271247461906,0.1431323500000871,0.1431323500000871,9.5,50.0,2.366863905325444,4.733727810650888,-20.0,0.025750599999810192,0.622677858813816
chao,p5.4.r.txt,66,4,2,890.0,890.0,880.0,14.142135623730953,0.1138086500004647,0.1138086500004647,6.0,50.0,1.1235955056179776,2.247191011235955,66,4,2,905.0,905.0,892.5,17.67766952966369,0.1772784000004321,0.1772784000004321,9.0,50.0,1.3812154696132597,2.7624309392265194,12.5,0.0634697499999674,0.2576199639952821
chao,p5.4.s.txt,66,4,2,1005.0,1005.0,1002.5,3.5355339059327378,0.1320085500005916,0.1320085500005916,8.0,50.0,0.2487562189054726,0.4975124378109453,66,4,2,1000.0,1000.0,990.0,14.142135623730953,0.6289593000001332,0.6289593000001332,17.5,50.0,1.0,2.0,-12.5,0.4969507499995416,0.7512437810945274
chao,p5.4.t.txt,66,4,2,1095.0,1095.0,1067.5,38.89087296526012,0.1303044500004944,0.1303044500004944,3.0,50.0,2.5114155251141552,5.0228310502283104,66,4,2,1095.0,1095.0,1082.5,17.67766952966369,0.1898796999994374,0.1898796999994374,4.0,50.0,1.141552511415525,2.28310502283105,15.0,0.05957524999894301,-1.3698630136986303
chao,p5.4.u.txt,66,4,2,1175.0,1175.0,1170.0,7.071067811865476,0.1312282999997478,0.1312282999997478,9.0,50.0,0.425531914893617,0.851063829787234,66,4,2,1200.0,1200.0,1197.5,3.5355339059327378,0.8381741499997588,0.8381741499997588,20.0,50.0,0.2083333333333333,0.4166666666666667,27.5,0.706945850000011,-0.21719858156028374
chao,p5.4.v.txt,66,4,2,1285.0,1285.0,1257.5,38.89087296526012,0.1391381499997805,0.1391381499997805,10.5,50.0,2.140077821011673,4.280155642023346,66,4,2,1285.0,1285.0,1277.5,10.606601717798211,1.5544332500003293,1.5544332500003293,18.5,50.0,0.5836575875486382,1.1673151750972763,20.0,1.4152951000005487,-1.5564202334630348
chao,p5.4.w.txt,66,4,2,1375.0,1375.0,1372.5,3.5355339059327378,0.1369191999997383,0.1369191999997383,7.5,50.0,0.1818181818181818,0.3636363636363636,66,4,2,1365.0,1365.0,1355.0,14.142135623730953,0.2674292999990939,0.2674292999990939,3.0,50.0,0.7326007326007326,1.465201465201465,-17.5,0.13051009999935556,0.5507825507825508
chao,p5.4.x.txt,66,4,2,1390.0,1390.0,1385.0,7.071067811865476,0.1426076500001727,0.1426076500001727,12.5,50.0,0.3597122302158274,0.7194244604316548,66,4,2,1400.0,1400.0,1385.0,21.213203435596427,0.1906898000006549,0.1906898000006549,3.0,50.0,1.0714285714285714,2.142857142857143,0.0,0.048082150000482216,0.7117163412127441
chao,p5.4.y.txt,66,4,2,1485.0,1485.0,1475.0,14.142135623730953,0.1219680499998503,0.1219680499998503,8.0,50.0,0.6734006734006733,1.3468013468013469,66,4,2,1500.0,1500.0,1492.5,10.606601717798211,1.4920904499995231,1.4920904499995231,9.5,50.0,0.5,1.0,17.5,1.3701223999996728,-0.17340067340067333
chao,p5.4.z.txt,66,4,2,1535.0,1535.0,1510.0,35.35533905932738,0.2073520000003554,0.2073520000003554,9.5,50.0,1.6286644951140066,3.257328990228013,66,4,2,1560.0,1560.0,1535.0,35.35533905932738,1.4328279000001205,1.4328279000001205,6.5,50.0,1.6025641025641024,3.205128205128205,25.0,1.225475899999765,-0.02610039254990415
chao,p6.2.a.txt,64,2,2,0.0,0.0,0.0,0.0,0.0060081999999965,0.0060081999999965,0.0,100.0,0.0,0.0,64,2,2,0.0,0.0,0.0,0.0,0.0041197999998985,0.0041197999998985,0.0,100.0,0.0,0.0,0.0,-0.0018884000000979999,0.0
chao,p6.2.b.txt,64,2,2,0.0,0.0,0.0,0.0,0.0062265499996101,0.0062265499996101,0.0,100.0,0.0,0.0,64,2,2,0.0,0.0,0.0,0.0,0.0039957999997568,0.0039957999997568,0.0,100.0,0.0,0.0,0.0,-0.0022307499998532997,0.0
chao,p6.2.c.txt,64,2,2,0.0,0.0,0.0,0.0,0.0044900499997311,0.0044900499997311,0.0,100.0,0.0,0.0,64,2,2,0.0,0.0,0.0,0.0,0.0038512500004799,0.0038512500004799,0.0,100.0,0.0,0.0,0.0,-0.0006387999992512002,0.0
chao,p6.2.d.txt,64,2,2,192.0,192.0,192.0,0.0,0.0726663999998891,0.0726663999998891,1.5,100.0,0.0,0.0,64,2,2,192.0,192.0,192.0,0.0,0.0436650999999983,0.0436650999999983,1.0,100.0,0.0,0.0,0.0,-0.029001299999890796,0.0
chao,p6.2.e.txt,64,2,2,360.0,360.0,360.0,0.0,0.0860995999996703,0.0860995999996703,0.0,100.0,0.0,0.0,64,2,2,360.0,360.0,360.0,0.0,0.074018550000801,0.074018550000801,0.0,100.0,0.0,0.0,0.0,-0.012081049998869303,0.0
chao,p6.2.f.txt,64,2,2,540.0,540.0,516.0,33.94112549695428,0.1209979000000203,0.1209979000000203,3.0,50.0,4.444444444444445,8.88888888888889,64,2,2,588.0,588.0,564.0,33.94112549695428,0.0959547999991627,0.0959547999991627,16.5,50.0,4.081632653061225,8.16326530612245,48.0,-0.02504310000085759,-0.36281179138322006
chao,p6.2.g.txt,64,2,2,660.0,660.0,642.0,25.45584412271571,0.1376884500000414,0.1376884500000414,6.5,50.0,2.727272727272727,5.454545454545454,64,2,2,630.0,630.0,627.0,4.242640687119285,0.0780630500003098,0.0780630500003098,7.0,50.0,0.4761904761904762,0.9523809523809524,-15.0,-0.0596253999997316,-2.251082251082251
chao,p6.2.h.txt,64,2,2,780.0,780.0,756.0,33.94112549695428,0.0914044000001013,0.0914044000001013,13.0,50.0,3.076923076923077,6.153846153846154,64,2,2,774.0,774.0,756.0,25.45584412271571,0.0844127500004106,0.0844127500004106,18.0,50.0,2.3255813953488373,4.651162790697675,0.0,-0.006991649999690708,-0.7513416815742398
chao,p6.2.i.txt,64,2,2,888.0,888.0,888.0,0.0,0.1063948500004698,0.1063948500004698,9.0,100.0,0.0,0.0,64,2,2,888.0,888.0,885.0,4.242640687119285,0.0847110500008057,0.0847110500008057,10.5,50.0,0.3378378378378378,0.6756756756756757,-3.0,-0.021683799999664105,0.3378378378378378
chao,p6.2.j.txt,64,2,2,936.0,936.0,933.0,4.242640687119285,0.1183824499998991,0.1183824499998991,17.5,50.0,0.3205128205128205,0.641025641025641,64,2,2,936.0,936.0,930.0,8.48528137423857,0.0991934999992736,0.0991934999992736,17.0,50.0,0.641025641025641,1.282051282051282,-3.0,-0.019188950000625496,0.3205128205128205
chao,p6.2.k.txt,64,2,2,1032.0,1032.0,1032.0,0.0,0.1200645499998245,0.1200645499998245,11.5,100.0,0.0,0.0,64,2,2,1032.0,1032.0,1032.0,0.0,0.1206537999996726,0.1206537999996726,9.5,100.0,0.0,0.0,0.0,0.0005892499998481071,0.0
chao,p6.2.l.txt,64,2,2,1104.0,1104.0,1101.0,4.242640687119285,0.1125901999998859,0.1125901999998859,10.5,50.0,0.2717391304347826,0.5434782608695652,64,2,2,1110.0,1110.0,1110.0,0.0,0.1192886999997426,0.1192886999997426,13.0,100.0,0.0,0.0,9.0,0.006698499999856708,-0.2717391304347826
chao,p6.2.m.txt,64,2,2,1164.0,1164.0,1152.0,16.97056274847714,0.108187849999922,0.108187849999922,4.0,50.0,1.0309278350515465,2.061855670103093,64,2,2,1188.0,1188.0,1170.0,25.45584412271571,0.1083689499992033,0.1083689499992033,16.0,50.0,1.5151515151515151,3.0303030303030303,18.0,0.0001810999992813006,0.48422368009996863
chao,p6.2.n.txt,64,2,2,1242.0,1242.0,1239.0,4.242640687119285,0.1203342999997403,0.1203342999997403,12.5,50.0,0.2415458937198067,0.4830917874396135,64,2,2,1248.0,1248.0,1245.0,4.242640687119285,0.1322105999997802,0.1322105999997802,15.0,50.0,0.2403846153846154,0.4807692307692308,6.0,0.011876300000039891,-0.001161278335191307
chao,p6.3.a.txt,64,3,2,0.0,0.0,0.0,0.0,0.0046351999999387,0.0046351999999387,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0060685499993269,0.0060685499993269,0.0,100.0,0.0,0.0,0.0,0.0014333499993882002,0.0
chao,p6.3.b.txt,64,3,2,0.0,0.0,0.0,0.0,0.0046213000000534,0.0046213000000534,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0054336500006684,0.0054336500006684,0.0,100.0,0.0,0.0,0.0,0.0008123500006150001,0.0
chao,p6.3.c.txt,64,3,2,0.0,0.0,0.0,0.0,0.0045970999999553,0.0045970999999553,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0056746000000202,0.0056746000000202,0.0,100.0,0.0,0.0,0.0,0.0010775000000648998,0.0
chao,p6.3.d.txt,64,3,2,0.0,0.0,0.0,0.0,0.0046593000001848,0.0046593000001848,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0057555000003048,0.0057555000003048,0.0,100.0,0.0,0.0,0.0,0.0010962000001199998,0.0
chao,p6.3.e.txt,64,3,2,0.0,0.0,0.0,0.0,0.0047448999998778,0.0047448999998778,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0057054500002777,0.0057054500002777,0.0,100.0,0.0,0.0,0.0,0.0009605500003998999,0.0
chao,p6.3.f.txt,64,3,2,0.0,0.0,0.0,0.0,0.0046518000003743,0.0046518000003743,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.005730200000471,0.005730200000471,0.0,100.0,0.0,0.0,0.0,0.0010784000000967006,0.0
chao,p6.3.g.txt,64,3,2,276.0,276.0,276.0,0.0,0.0556987999998455,0.0556987999998455,3.0,100.0,0.0,0.0,64,3,2,276.0,276.0,276.0,0.0,0.0649787499996819,0.0649787499996819,1.0,100.0,0.0,0.0,0.0,0.009279949999836397,0.0
chao,p6.3.h.txt,64,3,2,438.0,438.0,435.0,4.242640687119285,0.0707095500001742,0.0707095500001742,14.5,50.0,0.684931506849315,1.36986301369863,64,3,2,444.0,444.0,441.0,4.242640687119285,0.0791888999992806,0.0791888999992806,10.0,50.0,0.6756756756756757,1.351351351351351,6.0,0.008479349999106392,-0.009255831173639373
chao,p6.3.i.txt,64,3,2,612.0,612.0,606.0,8.48528137423857,0.0973248000000239,0.0973248000000239,15.5,50.0,0.9803921568627452,1.96078431372549,64,3,2,612.0,612.0,609.0,4.242640687119285,0.0968702999989545,0.0968702999989545,12.0,50.0,0.4901960784313725,0.9803921568627452,3.0,-0.000454500001069405,-0.4901960784313727
chao,p6.3.j.txt,64,3,2,828.0,828.0,792.0,50.91168824543142,0.1086535499998717,0.1086535499998717,8.5,50.0,4.3478260869565215,8.695652173913043,64,3,2,828.0,828.0,798.0,42.42640687119285,0.983851300000424,0.983851300000424,10.5,50.0,3.6231884057971016,7.246376811594203,6.0,0.8751977500005523,-0.72463768115942
